original_text,translated_text,experience
"बाजार रु 7,499 कीमत उपभोक्ताओं उपलब्ध तुलना स्मार्ट फंक्शन कहीं नजर आते ।","Market Rs 7,499 Price Consumers Available Smart Functions would be seen somewhere.",negative
शब्दों हम कायम एलजी जी3 स्टाइलस बेहद निराशाजनक ।,Words we persecute LG G3 Styles very disappointing.,negative
जीबी रेसिंग 2 गेम फ्री गूगल प्‍ले डाउनलोड ।,GB Racing 2 Game Free Google Play Download.,neutral
दूसरी ख़ासियत ।,Second specialty.,negative
जितनी बिल्डिंग गिराई गई ऐसा लगता वो देखकर थक गए ।,Tired of seeing the building that was dropped.,neutral
गेम आधारित प्रमोशनल कैंपेन इसपर आसानी चलाए ।,Game -based promotional campaigns should be easily run on this.,positive
"हां , ड्यूल सिम फंक्शनैलिटी , कइयों निराश ।","Yes, dual sim functionality, disappointed.",negative
कभी कभी डार्क सीन हमें स्क्रीन परछाईं दिखाई देती ।,Sometimes the dark scene we saw the screen shadow.,negative
वी5 720 पिक्सल एचडी डिस्प्ले संतोषजनक ।,V5 720 pixels HD display satisfactory.,neutral
"जेम्स क्रिस्प द गुड नेबर आधारित फिल्म हिंदी सायकोलॉजिकल थ्रिलर तौर आरंभ , रिलीज ऐरोटिक थ्रिलर बन गई ।",James Crisp the Good Neber -based film Hindi Psychological Thriller became the release aerotic thriller.,neutral
"डेली मोशन ऐप काम विभिन्न नेटवर्क्स चल आपके पसंदीदा कंटेंट जगह , स्थान लाकर रख देना ताकि आपको ढूंढने परेशानी ।","Daily Motion app work various networks walk your favorite content, place and place it so that you find trouble finding.",neutral
लैला जरिए शोनाली बोस अनेक सामाजिक ग्रंथियों छूती ।,Schonali Bose touched many social glands through Laila.,neutral
कच्छ सफेद रेगिस्तान नाम ।,Kutch white desert name.,neutral
मिस्टर एक्स ऐसी उम्मीद सकती ।,Mr. X can expect this.,negative
"अच्छी बात इन स्पीकर साइज , लेकर आसानी ट्रेवल ।","Good thing these speaker size, easily traveling.",positive
इसलिए आपको डिवाइस फीचर्स व्‍यक्तिगत यूसेज हिसाब सेट होगा ।,So you will set the device features personal usage account.,neutral
आगे कैमरा अौर कैमरा इमेज क्वालिटी खराब ।,Further camera and camera image quality bad.,negative
माउंट आबू वन्यजीव अभयारण्य राजस्थान माउंट आबू पर्वतमालाओं बीच स्थित ।,Mount Abu Wildlife Sanctuary is located in the middle of Rajasthan Mount Abu Ratopalas.,neutral
कवर काफी मज़बूत दिखता ।,The cover looked quite strong.,positive
