text,Translated,experience
डिस्प्ले सतह बटन ।,Display surface buttons.,neutral
फूल बारह वर्षो केवल बार खिलता ।,The flowers flourished only 12 years.,neutral
लम्बे समय टाइपिंग सुविधाजनक ।,A long time convenient.,positive
फोन बाहरी खोल यानी चेसीज़ पोलीकार्बोनेट काफी मजबूत ।,The door open - opener - the Checz Policicate strong.,positive
"डिस्प्ले सुधारा , डिजाइन जोरदार लगता यूआर्इ परिष्कृत ताजा ।","Correcting the display, design that appears to be extremely fresh.",positive
अगर आपकी जेब दे डीप सी फिशिंग स्कूबा डाइविंग ।,"If your pocket cuts de Dp CFFCaba, you will have to pay for it.",neutral
मोटी - पतली कैसी बनाएं रोटी ।,"He said: ""I have come to know that there is nothing better for them than to rejoice and to do good during one's life; and also that every man should eat and indeed drink and see good for all his hard work. """,neutral
"आगे , देखने जिंक टैबलेट अन्य टैबलेट , तुलनात्मक रूप थोड़ा पतला ।","Next, schizophrenia is the second type, compared with a little dark.",positive
शाहरुख जानी - पहचानी अदाएं ।,"If you are a parent, you may be able to help your children to develop a close relationship with Jehovah.",neutral
लाल किला नाम इसलिए पड़ा क्योंकि लाल पत्थरों बना ।,The name Red Kilah came to be because of the formation of red stones.,neutral
देवघर दक्षिण पश्चिम स्थित सत्संग आश्रम झारखंड प्रमुख तीर्थस्थलों ।,Desperate houses south west of the Dead Sea Scrolls are the main ruins.,positive
गंगटोक युकसोम मार्ग पूर्वी हिमालय गोद सड़क गंगटोक शुरू होकर हिमाच्छादित पहाड़ियों होकर गुजरती ।,Gungo Ecchitome would begin walking along the eastern Himalayas to pass through the snowy hills.,neutral
"गूगल नाउ खास आपके लोकेशन आधार चीजों सर्च , बारे आपको पर्याप्त जानकारी उपलब्ध कराता ।",Google Noun especially would make you available enough information about your diet base objects to search.,positive
एफएम चल पसंदीदा गानों रिकार्ड लगा स्कैनर उपलब्ध एफ एम चैनलों खुद ब खुद स्कैनिंग ।,FM's running song recorded by scanners available FM channels themselves.,positive
लूमिया 820 Lumia 820 8 जीबी ऑनबोर्ड स्टोरेज माइक्रो एसडी कार्ड जरिए 64 जीबी बढ़ाया ।,Lulaea 820 Lumia 820 gB / 8 GAboard storeed up 64 glaciers with micro-sed card.,neutral
खासकर बौद्ध धर्म प्राचीन संबंध ।,"For example, in the United States, for example, there is a growing number of people who believe in God, the Creator of the universe, and the Sovereign Lord of the universe.",neutral
"60 रूपये प्रति माह लाइव टीवी स्ट्रीमिंग ऑन - डिमांड सेक्शन उपलब्ध मैसिव मूवी लाइब्रेरी , बुरा सौदा ।","60 dollars a month, the Live TV streaming on - derivation of the delegation, bad business.",positive
